DateKey,AnioMes,ProductoID,CentroCostoID,VolumenPresupuestado,PrecioPresupuestadoUnit,CostoEstandarUnit,IngresosPresupuestados,CostoPresupuestado,MargenBrutoPresupuestado
20250101,2025-01,PRD-01,CC-202,3023,4085.0,1900.0,12684784.2,5743700.0,6941084.2
20250101,2025-01,PRD-01,CC-203,1672,4085.0,1900.0,6718918.3,3176800.0,3542118.3
20250101,2025-01,PRD-02,CC-202,2148,7557.0,2945.0,15992588.8,6325860.0,9666728.8
20250101,2025-01,PRD-02,CC-203,1271,7557.0,2945.0,9726345.3,3743095.0,5983250.3
20250101,2025-01,PRD-03,CC-202,422,14706.0,4940.0,6242811.6,2084680.0,4158131.6
20250101,2025-01,PRD-03,CC-203,277,14706.0,4940.0,4005912.7,1368380.0,2637532.7
20250101,2025-01,PRD-04,CC-202,2935,8170.0,3800.0,23934555.8,11153000.0,12781555.8
20250101,2025-01,PRD-04,CC-203,1781,8170.0,3800.0,14587463.3,6767800.0,7819663.3
20250101,2025-01,PRD-05,CC-202,2230,15114.0,5890.0,33734053.8,13134700.0,20599353.8
20250101,2025-01,PRD-05,CC-203,1391,15114.0,5890.0,21427932.3,8192990.0,13234942.3
20250101,2025-01,PRD-06,CC-202,3104,4408.0,2050.0,13446161.7,6363200.0,7082961.7
20250101,2025-01,PRD-06,CC-203,1896,4408.0,2050.0,8354864.2,3886800.0,4468064.2
20250101,2025-01,PRD-07,CC-202,2063,8154.0,3178.0,16936588.7,6556214.0,10380374.7
20250101,2025-01,PRD-07,CC-203,1388,8154.0,3178.0,11158217.6,4411064.0,6747153.6
20250101,2025-01,PRD-08,CC-202,446,15867.0,5330.0,7260007.7,2377180.0,4882827.7
20250101,2025-01,PRD-08,CC-203,239,15867.0,5330.0,3835479.8,1273870.0,2561609.8
20250101,2025-01,PRD-09,CC-202,3036,4192.0,1950.0,12792240.4,5920200.0,6872040.4
20250101,2025-01,PRD-09,CC-203,1846,4192.0,1950.0,7656491.0,3599700.0,4056791.0
20250101,2025-01,PRD-10,CC-202,2021,7756.0,3022.0,15519979.8,6107462.0,9412517.8
20250101,2025-01,PRD-10,CC-203,1271,7756.0,3022.0,9970504.6,3840962.0,6129542.6
20250101,2025-01,PRD-11,CC-202,411,15093.0,5070.0,6326365.8,2083770.0,4242595.8
20250101,2025-01,PRD-11,CC-203,273,15093.0,5070.0,4144769.0,1384110.0,2760659.0
20250101,2025-01,PRD-12,CC-202,2877,3332.0,1550.0,9801410.8,4459350.0,5342060.8
20250101,2025-01,PRD-12,CC-203,1881,3332.0,1550.0,6433615.5,2915550.0,3518065.5
20250101,2025-01,PRD-13,CC-202,2066,6165.0,2402.0,12486779.6,4962532.0,7524247.6
20250101,2025-01,PRD-13,CC-203,1388,6165.0,2402.0,8345639.7,3333976.0,5011663.7
20250101,2025-01,PRD-14,CC-202,2825,4085.0,1900.0,11916373.2,5367500.0,6548873.2
20250101,2025-01,PRD-14,CC-203,1688,4085.0,1900.0,6731552.5,3207200.0,3524352.5
20250101,2025-01,PRD-15,CC-202,2048,7557.0,2945.0,15199490.5,6031360.0,9168130.5
20250101,2025-01,PRD-15,CC-203,1339,7557.0,2945.0,10044001.0,3943355.0,6100646.0
20250101,2025-01,PRD-16,CC-202,2995,3978.0,1850.0,11575894.3,5540750.0,6035144.3
20250101,2025-01,PRD-16,CC-203,1794,3978.0,1850.0,7032649.2,3318900.0,3713749.2
20250101,2025-01,PRD-17,CC-202,1999,7358.0,2868.0,15109527.5,5733132.0,9376395.5
20250101,2025-01,PRD-17,CC-203,1355,7358.0,2868.0,9908024.0,3886140.0,6021884.0
20250101,2025-01,PRD-18,CC-202,3000,5160.0,2400.0,15845398.9,7200000.0,8645398.9
20250101,2025-01,PRD-18,CC-203,2031,5160.0,2400.0,10491082.0,4874400.0,5616682.0
20250101,2025-01,PRD-19,CC-202,2102,9546.0,3720.0,20045613.5,7819440.0,12226173.5
20250101,2025-01,PRD-19,CC-203,1321,9546.0,3720.0,12688278.6,4914120.0,7774158.6
20250101,2025-01,PRD-20,CC-202,467,18576.0,6240.0,8501375.8,2914080.0,5587295.8
20250101,2025-01,PRD-20,CC-203,250,18576.0,6240.0,4727397.0,1560000.0,3167397.0
20250101,2025-01,PRD-21,CC-202,2906,3762.0,1750.0,11212112.6,5085500.0,6126612.6
20250101,2025-01,PRD-21,CC-203,1890,3762.0,1750.0,7168704.2,3307500.0,3861204.2
20250101,2025-01,PRD-22,CC-202,1896,6961.0,2712.0,12333721.9,5141952.0,7191769.9
20250101,2025-01,PRD-22,CC-203,1383,6961.0,2712.0,9922253.6,3750696.0,6171557.6
20250101,2025-01,PRD-23,CC-202,2993,3548.0,1650.0,10598829.9,4938450.0,5660379.9
20250101,2025-01,PRD-23,CC-203,1917,3548.0,1650.0,6875515.7,3163050.0,3712465.7
20250101,2025-01,PRD-24,CC-202,1990,6563.0,2558.0,12948573.4,5090420.0,7858153.4
20250101,2025-01,PRD-24,CC-203,1083,6563.0,2558.0,7073419.8,2770314.0,4303105.8
20250101,2025-01,PRD-25,CC-202,2945,3225.0,1500.0,9595818.4,4417500.0,5178318.4
20250101,2025-01,PRD-25,CC-203,2029,3225.0,1500.0,6614115.1,3043500.0,3570615.1
20250101,2025-01,PRD-26,CC-202,1983,5966.0,2325.0,11557121.0,4610475.0,6946646.0
20250101,2025-01,PRD-26,CC-203,1263,5966.0,2325.0,7340229.0,2936475.0,4403754.0
20250101,2025-01,PRD-27,CC-202,3095,4945.0,2300.0,15544927.3,7118500.0,8426427.3
20250101,2025-01,PRD-27,CC-203,1812,4945.0,2300.0,9034635.4,4167600.0,4867035.4
20250101,2025-01,PRD-28,CC-202,2260,9148.0,3565.0,20456745.3,8056900.0,12399845.3
20250101,2025-01,PRD-28,CC-203,1273,9148.0,3565.0,11677229.8,4538245.0,7138984.8
20250101,2025-01,PRD-29,CC-202,3132,3655.0,1700.0,11734258.5,5324400.0,6409858.5
20250101,2025-01,PRD-29,CC-203,1946,3655.0,1700.0,7121935.8,3308200.0,3813735.8
20250101,2025-01,PRD-30,CC-202,2062,6762.0,2635.0,13902559.2,5433370.0,8469189.2
20250101,2025-01,PRD-30,CC-203,1162,6762.0,2635.0,7773491.3,3061870.0,4711621.3
20250101,2025-01,PRD-31,CC-202,1209,8127.0,3060.0,9979771.6,3699540.0,6280231.6
20250101,2025-01,PRD-31,CC-203,809,8127.0,3060.0,6709180.5,2475540.0,4233640.5
20250101,2025-01,PRD-32,CC-202,1279,8127.0,3060.0,10011734.2,3913740.0,6097994.2
20250101,2025-01,PRD-32,CC-203,744,8127.0,3060.0,6047860.6,2276640.0,3771220.6
20250101,2025-01,PRD-33,CC-202,1189,8127.0,3060.0,9384436.2,3638340.0,5746096.2
20250101,2025-01,PRD-33,CC-203,801,8127.0,3060.0,6539755.4,2451060.0,4088695.4
20250101,2025-01,PRD-34,CC-202,8948,11438.0,4940.0,99948569.2,44203120.0,55745449.2
20250101,2025-01,PRD-34,CC-203,5278,11438.0,4940.0,60835875.8,26073320.0,34762555.8
20250101,2025-01,PRD-35,CC-202,8684,11438.0,4940.0,99062555.0,42898960.0,56163595.0
20250101,2025-01,PRD-35,CC-203,5018,11438.0,4940.0,58207049.8,24788920.0,33418129.8
20250101,2025-01,PRD-36,CC-202,8481,10234.0,4420.0,86655443.5,37486020.0,49169423.5
20250101,2025-01,PRD-36,CC-203,5263,10234.0,4420.0,53986642.9,23262460.0,30724182.9
20250201,2025-02,PRD-01,CC-202,3208,4085.0,1900.0,12970931.8,6095200.0,6875731.8
20250201,2025-02,PRD-01,CC-203,1809,4085.0,1900.0,7213415.3,3437100.0,3776315.3
20250201,2025-02,PRD-02,CC-202,2242,7557.0,2945.0,17221307.9,6602690.0,10618617.9
20250201,2025-02,PRD-02,CC-203,1366,7557.0,2945.0,10692663.2,4022870.0,6669793.2
20250201,2025-02,PRD-03,CC-202,438,14706.0,4940.0,6414981.2,2163720.0,4251261.2
20250201,2025-02,PRD-03,CC-203,265,14706.0,4940.0,3869823.0,1309100.0,2560723.0
20250201,2025-02,PRD-04,CC-202,3061,8170.0,3800.0,24838867.9,11631800.0,13207067.9
20250201,2025-02,PRD-04,CC-203,1809,8170.0,3800.0,14962358.9,6874200.0,8088158.9
20250201,2025-02,PRD-05,CC-202,1974,15114.0,5890.0,29840034.8,11626860.0,18213174.8
20250201,2025-02,PRD-05,CC-203,1252,15114.0,5890.0,19186911.9,7374280.0,11812631.9
20250201,2025-02,PRD-06,CC-202,2800,4408.0,2050.0,12287783.9,5740000.0,6547783.9
20250201,2025-02,PRD-06,CC-203,1742,4408.0,2050.0,7866012.6,3571100.0,4294912.6
20250201,2025-02,PRD-07,CC-202,2046,8154.0,3178.0,16776030.9,6502188.0,10273842.9
20250201,2025-02,PRD-07,CC-203,1296,8154.0,3178.0,11183277.1,4118688.0,7064589.1
20250201,2025-02,PRD-08,CC-202,451,15867.0,5330.0,7105762.8,2403830.0,4701932.8
20250201,2025-02,PRD-08,CC-203,269,15867.0,5330.0,4350390.8,1433770.0,2916620.8
20250201,2025-02,PRD-09,CC-202,3116,4192.0,1950.0,12731291.4,6076200.0,6655091.4
20250201,2025-02,PRD-09,CC-203,1988,4192.0,1950.0,8498434.5,3876600.0,4621834.5
20250201,2025-02,PRD-10,CC-202,2078,7756.0,3022.0,15651098.3,6279716.0,9371382.3
20250201,2025-02,PRD-10,CC-203,1164,7756.0,3022.0,9024689.0,3517608.0,5507081.0
20250201,2025-02,PRD-11,CC-202,430,15093.0,5070.0,6219899.1,2180100.0,4039799.1
20250201,2025-02,PRD-11,CC-203,259,15093.0,5070.0,3966767.5,1313130.0,2653637.5
20250201,2025-02,PRD-12,CC-202,3051,3332.0,1550.0,10160955.2,4729050.0,5431905.2
20250201,2025-02,PRD-12,CC-203,1819,3332.0,1550.0,5986898.0,2819450.0,3167448.0
20250201,2025-02,PRD-13,CC-202,2177,6165.0,2402.0,13111686.4,5229154.0,7882532.4
20250201,2025-02,PRD-13,CC-203,1321,6165.0,2402.0,8200180.4,3173042.0,5027138.4
20250201,2025-02,PRD-14,CC-202,2869,4085.0,1900.0,11691269.9,5451100.0,6240169.9
20250201,2025-02,PRD-14,CC-203,1842,4085.0,1900.0,7891765.5,3499800.0,4391965.5
20250201,2025-02,PRD-15,CC-202,2121,7557.0,2945.0,15421670.7,6246345.0,9175325.7
20250201,2025-02,PRD-15,CC-203,1292,7557.0,2945.0,10234956.1,3804940.0,6430016.1
20250201,2025-02,PRD-16,CC-202,3091,3978.0,1850.0,12461422.2,5718350.0,6743072.2
20250201,2025-02,PRD-16,CC-203,1922,3978.0,1850.0,7704400.6,3555700.0,4148700.6
20250201,2025-02,PRD-17,CC-202,1978,7358.0,2868.0,14340466.2,5672904.0,8667562.2
20250201,2025-02,PRD-17,CC-203,1233,7358.0,2868.0,9067265.9,3536244.0,5531021.9
20250201,2025-02,PRD-18,CC-202,2884,5160.0,2400.0,14059024.6,6921600.0,7137424.6
20250201,2025-02,PRD-18,CC-203,1877,5160.0,2400.0,9887558.5,4504800.0,5382758.5
20250201,2025-02,PRD-19,CC-202,2217,9546.0,3720.0,20889288.6,8247240.0,12642048.6
20250201,2025-02,PRD-19,CC-203,1376,9546.0,3720.0,12890385.6,5118720.0,7771665.6
20250201,2025-02,PRD-20,CC-202,459,18576.0,6240.0,8257107.9,2864160.0,5392947.9
20250201,2025-02,PRD-20,CC-203,270,18576.0,6240.0,4968422.8,1684800.0,3283622.8
20250201,2025-02,PRD-21,CC-202,2986,3762.0,1750.0,11369583.7,5225500.0,6144083.7
20250201,2025-02,PRD-21,CC-203,1666,3762.0,1750.0,5931362.6,2915500.0,3015862.6
20250201,2025-02,PRD-22,CC-202,2339,6961.0,2712.0,16552355.0,6343368.0,10208987.0
20250201,2025-02,PRD-22,CC-203,1257,6961.0,2712.0,8547816.3,3408984.0,5138832.3
20250201,2025-02,PRD-23,CC-202,3055,3548.0,1650.0,10836569.7,5040750.0,5795819.7
20250201,2025-02,PRD-23,CC-203,2034,3548.0,1650.0,7364988.6,3356100.0,4008888.6
20250201,2025-02,PRD-24,CC-202,2028,6563.0,2558.0,13357928.9,5187624.0,8170304.9
20250201,2025-02,PRD-24,CC-203,1308,6563.0,2558.0,8806549.3,3345864.0,5460685.3
20250201,2025-02,PRD-25,CC-202,3026,3225.0,1500.0,9737256.5,4539000.0,5198256.5
20250201,2025-02,PRD-25,CC-203,1895,3225.0,1500.0,6209855.4,2842500.0,3367355.4
20250201,2025-02,PRD-26,CC-202,2072,5966.0,2325.0,12092556.6,4817400.0,7275156.6
20250201,2025-02,PRD-26,CC-203,1324,5966.0,2325.0,7721146.5,3078300.0,4642846.5
20250201,2025-02,PRD-27,CC-202,3103,4945.0,2300.0,15305623.1,7136900.0,8168723.1
20250201,2025-02,PRD-27,CC-203,1915,4945.0,2300.0,9627511.6,4404500.0,5223011.6
20250201,2025-02,PRD-28,CC-202,2076,9148.0,3565.0,18647970.7,7400940.0,11247030.7
20250201,2025-02,PRD-28,CC-203,1214,9148.0,3565.0,11259997.8,4327910.0,6932087.8
20250201,2025-02,PRD-29,CC-202,2900,3655.0,1700.0,9932026.3,4930000.0,5002026.3
20250201,2025-02,PRD-29,CC-203,1739,3655.0,1700.0,6218601.7,2956300.0,3262301.7
20250201,2025-02,PRD-30,CC-202,2236,6762.0,2635.0,15022689.2,5891860.0,9130829.2
20250201,2025-02,PRD-30,CC-203,1209,6762.0,2635.0,8115756.1,3185715.0,4930041.1
20250201,2025-02,PRD-31,CC-202,1238,8127.0,3060.0,10112381.4,3788280.0,6324101.4
