DateKey,AnioMes,ProductoID,CentroCostoID,VolumenPresupuestado,PrecioPresupuestadoUnit,CostoEstandarUnit,IngresosPresupuestados,CostoPresupuestado,MargenBrutoPresupuestado
20210101,2021-01,PRD-01,CC-202,7946,4764.08,2337.34,37855379.68,18572503.64,19282876.04
20210101,2021-01,PRD-02,CC-202,1518,6170.27,3650.89,9366469.86,5542051.02,3824418.84
20210101,2021-01,PRD-03,CC-202,84,9946.76,6022.14,835527.84,505859.76,329668.08
20210101,2021-01,PRD-04,CC-202,5917,9592.8,4695.48,56760597.6,27783155.16,28977442.44
20210101,2021-01,PRD-05,CC-202,788,12494.88,7432.02,9845965.44,5856431.76,3989533.68
20210101,2021-01,PRD-06,CC-202,6393,5085.91,2533.25,32514222.63,16195067.25,16319155.38
20210101,2021-01,PRD-07,CC-202,2142,7463.43,3953.9,15986667.06,8469253.8,7517413.26
20210101,2021-01,PRD-08,CC-202,509,11074.99,6408.96,5637169.91,3262160.64,2375009.27
20210101,2021-01,PRD-09,CC-202,3886,4782.11,2419.2,18583279.46,9401011.2,9182268.26
20210101,2021-01,PRD-10,CC-202,1052,6572.11,3744.34,6913859.72,3939045.68,2974814.04
20210101,2021-01,PRD-11,CC-202,95,9383.0,6201.91,891385.0,589181.45,302203.55
20210101,2021-01,PRD-12,CC-202,7117,3867.91,1903.8,27527915.47,13549344.6,13978570.87
20210101,2021-01,PRD-13,CC-202,559,5646.41,3001.4,3156343.19,1677782.6,1478560.59
20210101,2021-01,PRD-14,CC-202,5952,4727.84,2339.81,28140103.68,13926549.12,14213554.56
20210101,2021-01,PRD-15,CC-202,1233,6554.57,3674.62,8081784.81,4530806.46,3550978.35
20210101,2021-01,PRD-16,CC-202,8109,4518.73,2293.97,36642381.57,18601802.73,18040578.84
20210101,2021-01,PRD-17,CC-202,1157,6089.35,3537.13,7045377.95,4092459.41,2952918.54
20210101,2021-01,PRD-18,CC-202,3226,6013.45,2958.57,19399389.7,9544346.82,9855042.88
20210101,2021-01,PRD-19,CC-202,1683,8367.26,4559.46,14082098.58,7673571.18,6408527.4
20210101,2021-01,PRD-20,CC-202,175,12011.12,7668.97,2101946.0,1342069.75,759876.25
20210101,2021-01,PRD-21,CC-202,6939,4221.66,2155.99,29294098.74,14960414.61,14333684.13
20210101,2021-01,PRD-22,CC-202,1291,6068.52,3370.46,7834459.32,4351263.86,3483195.46
20210101,2021-01,PRD-23,CC-202,9141,4003.26,2038.56,36593799.66,18634476.96,17959322.7
20210101,2021-01,PRD-24,CC-202,2399,5655.98,3169.01,13568696.02,7602454.99,5966241.03
20210101,2021-01,PRD-25,CC-202,10546,3693.96,1857.11,38956502.16,19585082.06,19371420.1
20210101,2021-01,PRD-26,CC-202,1117,4675.54,2828.84,5222578.18,3159814.28,2062763.9
20210101,2021-01,PRD-27,CC-202,1172,5793.16,2879.39,6789583.52,3374645.08,3414938.44
20210101,2021-01,PRD-28,CC-202,2628,7986.8,4407.93,20989310.4,11584040.04,9405270.36
20210101,2021-01,PRD-29,CC-202,7384,4081.97,2095.73,30141266.48,15474870.32,14666396.16
20210101,2021-01,PRD-30,CC-202,397,6284.79,3271.01,2495061.63,1298590.97,1196470.66
20210101,2021-01,PRD-31,CC-202,2197,7865.15,3769.96,17279734.55,8282602.12,8997132.43
20210101,2021-01,PRD-32,CC-202,488,9084.3,3882.51,4433138.4,1894664.88,2538473.52
20210101,2021-01,PRD-33,CC-202,347,8234.37,3800.97,2857326.39,1318936.59,1538389.8
20210101,2021-01,PRD-34,CC-202,5940,13434.58,6112.84,79801405.2,36310269.6,43491135.6
